GP,Driver,Stint,Compound,StintLength
São Paulo Grand Prix,PIA,3,MEDIUM,8
São Paulo Grand Prix,RIC,1,MEDIUM,17
São Paulo Grand Prix,RIC,2,HARD,33
São Paulo Grand Prix,RUS,1,MEDIUM,15
São Paulo Grand Prix,RUS,2,HARD,11
São Paulo Grand Prix,RUS,3,HARD,24
São Paulo Grand Prix,SAI,1,MEDIUM,3
São Paulo Grand Prix,SAI,2,HARD,23
São Paulo Grand Prix,SAI,3,HARD,24
São Paulo Grand Prix,SAR,1,MEDIUM,15
São Paulo Grand Prix,SAR,2,HARD,35
São Paulo Grand Prix,STR,1,SOFT,7
São Paulo Grand Prix,STR,2,HARD,24
São Paulo Grand Prix,STR,3,HARD,24
São Paulo Grand Prix,TSU,1,SOFT,10
São Paulo Grand Prix,TSU,2,MEDIUM,11
São Paulo Grand Prix,TSU,3,HARD,25
São Paulo Grand Prix,VER,1,MEDIUM,16
São Paulo Grand Prix,VER,2,HARD,10
São Paulo Grand Prix,VER,3,HARD,24
São Paulo Grand Prix,ZHO,1,HARD,26
São Paulo Grand Prix,ZHO,2,MEDIUM,24
United States Grand Prix,ALB,1,MEDIUM,13
United States Grand Prix,ALB,2,HARD,19
United States Grand Prix,ALB,3,MEDIUM,33
United States Grand Prix,ALO,1,MEDIUM,19
United States Grand Prix,ALO,2,MEDIUM,23
United States Grand Prix,ALO,3,HARD,7
United States Grand Prix,BOT,1,MEDIUM,10
United States Grand Prix,BOT,2,HARD,18
United States Grand Prix,BOT,3,HARD,28
United States Grand Prix,GAS,1,MEDIUM,18
United States Grand Prix,GAS,2,MEDIUM,19
United States Grand Prix,GAS,3,HARD,19
United States Grand Prix,HAM,1,MEDIUM,20
United States Grand Prix,HAM,2,HARD,18
United States Grand Prix,HAM,3,MEDIUM,18
United States Grand Prix,HUL,1,HARD,19
United States Grand Prix,HUL,2,MEDIUM,15
United States Grand Prix,HUL,3,MEDIUM,28
United States Grand Prix,LEC,1,MEDIUM,23
United States Grand Prix,LEC,2,HARD,33
United States Grand Prix,MAG,1,MEDIUM,10
United States Grand Prix,MAG,2,HARD,19
United States Grand Prix,MAG,3,MEDIUM,26
United States Grand Prix,NOR,1,MEDIUM,17
United States Grand Prix,NOR,2,HARD,17
United States Grand Prix,NOR,3,HARD,22
United States Grand Prix,OCO,1,MEDIUM,6
United States Grand Prix,PER,1,MEDIUM,17
United States Grand Prix,PER,2,MEDIUM,20
United States Grand Prix,PER,3,HARD,19
United States Grand Prix,PIA,1,MEDIUM,10
United States Grand Prix,RIC,1,MEDIUM,22
United States Grand Prix,RIC,2,HARD,25
United States Grand Prix,RIC,3,SOFT,8
United States Grand Prix,RUS,1,MEDIUM,21
United States Grand Prix,RUS,2,HARD,18
United States Grand Prix,RUS,3,MEDIUM,17
United States Grand Prix,SAI,1,MEDIUM,17
United States Grand Prix,SAI,2,MEDIUM,18
United States Grand Prix,SAI,3,HARD,21
United States Grand Prix,SAR,1,MEDIUM,11
United States Grand Prix,SAR,2,HARD,21
United States Grand Prix,SAR,3,MEDIUM,24
United States Grand Prix,STR,1,HARD,20
United States Grand Prix,STR,2,MEDIUM,20
United States Grand Prix,STR,3,MEDIUM,16
United States Grand Prix,TSU,1,MEDIUM,17
United States Grand Prix,TSU,2,HARD,17
United States Grand Prix,TSU,3,MEDIUM,20
United States Grand Prix,TSU,4,SOFT,2
United States Grand Prix,VER,1,MEDIUM,16
United States Grand Prix,VER,2,MEDIUM,19
United States Grand Prix,VER,3,HARD,21
United States Grand Prix,ZHO,1,MEDIUM,9
United States Grand Prix,ZHO,2,HARD,18
United States Grand Prix,ZHO,3,HARD,28
Abu Dhabi Grand Prix,ALB,1,MEDIUM,12
Abu Dhabi Grand Prix,ALB,2,HARD,45
Abu Dhabi Grand Prix,ALO,1,MEDIUM,14
Abu Dhabi Grand Prix,ALO,2,HARD,25
Abu Dhabi Grand Prix,ALO,3,HARD,22
Abu Dhabi Grand Prix,BOT,1,MEDIUM,6
Abu Dhabi Grand Prix,BOT,2,HARD,23
Abu Dhabi Grand Prix,COL,1,MEDIUM,3
Abu Dhabi Grand Prix,COL,2,HARD,23
Abu Dhabi Grand Prix,DOO,1,MEDIUM,22
Abu Dhabi Grand Prix,DOO,2,HARD,35
Abu Dhabi Grand Prix,GAS,1,MEDIUM,14
Abu Dhabi Grand Prix,GAS,2,HARD,44
Abu Dhabi Grand Prix,HAM,1,HARD,34
Abu Dhabi Grand Prix,HAM,2,MEDIUM,25
Abu Dhabi Grand Prix,HUL,1,MEDIUM,13
Abu Dhabi Grand Prix,HUL,2,HARD,45
Abu Dhabi Grand Prix,LAW,1,MEDIUM,23
Abu Dhabi Grand Prix,LAW,2,HARD,1
Abu Dhabi Grand Prix,LAW,3,HARD,6
Abu Dhabi Grand Prix,LAW,4,HARD,32
Abu Dhabi Grand Prix,LEC,1,MEDIUM,20
Abu Dhabi Grand Prix,LEC,2,HARD,38
Abu Dhabi Grand Prix,MAG,1,MEDIUM,12
Abu Dhabi Grand Prix,MAG,2,HARD,17
Abu Dhabi Grand Prix,MAG,3,HARD,1
Abu Dhabi Grand Prix,MAG,4,SOFT,25
Abu Dhabi Grand Prix,MAG,5,SOFT,5
Abu Dhabi Grand Prix,NOR,1,MEDIUM,26
Abu Dhabi Grand Prix,NOR,2,HARD,32
Abu Dhabi Grand Prix,PIA,1,MEDIUM,4
Abu Dhabi Grand Prix,PIA,2,HARD,28
Abu Dhabi Grand Prix,PIA,3,HARD,26
Abu Dhabi Grand Prix,RUS,1,MEDIUM,27
Abu Dhabi Grand Prix,RUS,2,HARD,32
Abu Dhabi Grand Prix,SAI,1,MEDIUM,25
Abu Dhabi Grand Prix,SAI,2,HARD,33
Abu Dhabi Grand Prix,STR,1,MEDIUM,12
Abu Dhabi Grand Prix,STR,2,HARD,22
Abu Dhabi Grand Prix,STR,3,HARD,25
Abu Dhabi Grand Prix,TSU,1,MEDIUM,22
Abu Dhabi Grand Prix,TSU,2,HARD,35
Abu Dhabi Grand Prix,VER,1,MEDIUM,29
Abu Dhabi Grand Prix,VER,2,HARD,29
Abu Dhabi Grand Prix,ZHO,1,MEDIUM,12
Abu Dhabi Grand Prix,ZHO,2,HARD,27
Abu Dhabi Grand Prix,ZHO,3,HARD,18
Australian Grand Prix,ALB,1,MEDIUM,6
Australian Grand Prix,ALB,2,HARD,21
Australian Grand Prix,ALB,3,HARD,30
Australian Grand Prix,ALO,1,HARD,18
Australian Grand Prix,ALO,2,MEDIUM,25
Australian Grand Prix,ALO,3,HARD,18
Australian Grand Prix,BOT,1,MEDIUM,9
Australian Grand Prix,BOT,2,HARD,29
Australian Grand Prix,BOT,3,HARD,21
Australian Grand Prix,GAS,1,MEDIUM,17
Australian Grand Prix,GAS,2,HARD,24
Australian Grand Prix,GAS,3,HARD,16
Australian Grand Prix,HAM,1,SOFT,7
Australian Grand Prix,HAM,2,HARD,8
Australian Grand Prix,HUL,1,HARD,17
Australian Grand Prix,HUL,2,MEDIUM,18
Australian Grand Prix,HUL,3,HARD,23
Australian Grand Prix,LEC,1,MEDIUM,9
Australian Grand Prix,LEC,2,HARD,25
Australian Grand Prix,LEC,3,HARD,24
Australian Grand Prix,MAG,1,MEDIUM,7
Australian Grand Prix,MAG,2,HARD,26
Australian Grand Prix,MAG,3,HARD,24
Australian Grand Prix,NOR,1,MEDIUM,14
Australian Grand Prix,NOR,2,HARD,27
Australian Grand Prix,NOR,3,HARD,19
Australian Grand Prix,OCO,1,MEDIUM,9
Australian Grand Prix,OCO,2,HARD,7
Australian Grand Prix,OCO,3,HARD,26
Australian Grand Prix,OCO,4,HARD,22
Australian Grand Prix,PER,1,MEDIUM,14
Australian Grand Prix,PER,2,HARD,21
Australian Grand Prix,PER,3,HARD,23
Australian Grand Prix,PIA,1,MEDIUM,9
Australian Grand Prix,PIA,2,HARD,31
Australian Grand Prix,PIA,3,HARD,20
Australian Grand Prix,RIC,1,SOFT,5
Australian Grand Prix,RIC,2,HARD,24
Australian Grand Prix,RIC,3,HARD,28
Australian Grand Prix,RUS,1,MEDIUM,8
Australian Grand Prix,RUS,2,HARD,37
Australian Grand Prix,RUS,3,HARD,11
Australian Grand Prix,SAI,1,MEDIUM,16
Australian Grand Prix,SAI,2,HARD,25
Australian Grand Prix,SAI,3,HARD,17
Australian Grand Prix,STR,1,MEDIUM,9
Australian Grand Prix,STR,2,HARD,30
Australian Grand Prix,STR,3,HARD,22
Australian Grand Prix,TSU,1,MEDIUM,9
Australian Grand Prix,TSU,2,HARD,27
Australian Grand Prix,TSU,3,HARD,22
Australian Grand Prix,VER,1,MEDIUM,3
Australian Grand Prix,ZHO,1,SOFT,6
Australian Grand Prix,ZHO,2,HARD,30
Australian Grand Prix,ZHO,3,HARD,22
Austrian Grand Prix,ALB,1,MEDIUM,12
Austrian Grand Prix,ALB,2,HARD,27
Austrian Grand Prix,ALB,3,HARD,31
Austrian Grand Prix,ALO,1,MEDIUM,14
Austrian Grand Prix,ALO,2,MEDIUM,25
Austrian Grand Prix,ALO,3,HARD,34
Austrian Grand Prix,ALO,4,SOFT,2
Austrian Grand Prix,BOT,1,MEDIUM,19
Austrian Grand Prix,BOT,2,HARD,23
Austrian Grand Prix,BOT,3,HARD,28
Austrian Grand Prix,GAS,1,MEDIUM,20
Austrian Grand Prix,GAS,2,HARD,22
Austrian Grand Prix,GAS,3,MEDIUM,29
Austrian Grand Prix,HAM,1,MEDIUM,21
Austrian Grand Prix,HAM,2,HARD,32
Austrian Grand Prix,HAM,3,MEDIUM,18
Austrian Grand Prix,HUL,1,MEDIUM,11
Austrian Grand Prix,HUL,2,HARD,28
Austrian Grand Prix,HUL,3,HARD,32
Austrian Grand Prix,LEC,1,MEDIUM,1
Austrian Grand Prix,LEC,2,HARD,15
Austrian Grand Prix,LEC,3,MEDIUM,17
Austrian Grand Prix,LEC,4,MEDIUM,19
Austrian Grand Prix,LEC,5,MEDIUM,26
Austrian Grand Prix,MAG,1,MEDIUM,10
Austrian Grand Prix,MAG,2,HARD,28
Austrian Grand Prix,MAG,3,HARD,33
Austrian Grand Prix,NOR,1,MEDIUM,23
Austrian Grand Prix,NOR,2,HARD,28
Austrian Grand Prix,NOR,3,MEDIUM,13
Austrian Grand Prix,OCO,1,MEDIUM,19
Austrian Grand Prix,OCO,2,HARD,24
Austrian Grand Prix,OCO,3,MEDIUM,28
Austrian Grand Prix,PER,1,MEDIUM,21
Austrian Grand Prix,PER,2,HARD,30
Austrian Grand Prix,PER,3,MEDIUM,25
Austrian Grand Prix,PIA,1,MEDIUM,25
Austrian Grand Prix,PIA,2,HARD,26
Austrian Grand Prix,PIA,3,MEDIUM,20
Austrian Grand Prix,RIC,1,MEDIUM,10
Austrian Grand Prix,RIC,2,HARD,27
Austrian Grand Prix,RIC,3,HARD,34
Austrian Grand Prix,RUS,1,MEDIUM,22
Austrian Grand Prix,RUS,2,MEDIUM,24
Austrian Grand Prix,RUS,3,HARD,25
Austrian Grand Prix,SAI,1,MEDIUM,22
Austrian Grand Prix,SAI,2,HARD,25
Austrian Grand Prix,SAI,3,MEDIUM,24
Austrian Grand Prix,SAR,1,MEDIUM,1
Austrian Grand Prix,SAR,2,MEDIUM,25
Austrian Grand Prix,SAR,3,HARD,29
Austrian Grand Prix,SAR,4,MEDIUM,21
Austrian Grand Prix,STR,1,MEDIUM,21
Austrian Grand Prix,STR,2,MEDIUM,23
Austrian Grand Prix,STR,3,HARD,28
Austrian Grand Prix,TSU,1,MEDIUM,21
Austrian Grand Prix,TSU,2,HARD,23
Austrian Grand Prix,TSU,3,HARD,26
Austrian Grand Prix,VER,1,MEDIUM,23
Austrian Grand Prix,VER,2,HARD,28
Austrian Grand Prix,VER,3,MEDIUM,16
Austrian Grand Prix,VER,4,SOFT,10
Austrian Grand Prix,ZHO,1,HARD,28
Austrian Grand Prix,ZHO,2,MEDIUM,23
Austrian Grand Prix,ZHO,3,HARD,19
Azerbaijan Grand Prix,ALB,1,HARD,31
Azerbaijan Grand Prix,ALB,2,MEDIUM,18
Azerbaijan Grand Prix,ALO,1,MEDIUM,12
Azerbaijan Grand Prix,ALO,2,HARD,39
Azerbaijan Grand Prix,BEA,1,MEDIUM,14
Azerbaijan Grand Prix,BEA,2,HARD,35
Azerbaijan Grand Prix,BOT,1,MEDIUM,12
Azerbaijan Grand Prix,BOT,2,HARD,39
Azerbaijan Grand Prix,COL,1,MEDIUM,10
Azerbaijan Grand Prix,COL,2,HARD,39
Azerbaijan Grand Prix,GAS,1,HARD,49
Azerbaijan Grand Prix,HAM,1,MEDIUM,12
Azerbaijan Grand Prix,HAM,2,HARD,37
Azerbaijan Grand Prix,HUL,1,MEDIUM,15
Azerbaijan Grand Prix,HUL,2,HARD,34
Azerbaijan Grand Prix,LEC,1,MEDIUM,16
Azerbaijan Grand Prix,LEC,2,HARD,34
Azerbaijan Grand Prix,NOR,1,HARD,37
Azerbaijan Grand Prix,NOR,2,MEDIUM,13
Azerbaijan Grand Prix,OCO,1,HARD,52
Azerbaijan Grand Prix,PER,1,MEDIUM,13
Azerbaijan Grand Prix,PER,2,HARD,36
Azerbaijan Grand Prix,PIA,1,MEDIUM,15
Azerbaijan Grand Prix,PIA,2,HARD,35
Azerbaijan Grand Prix,RIC,1,HARD,50
Azerbaijan Grand Prix,RUS,1,MEDIUM,12
Azerbaijan Grand Prix,RUS,2,HARD,38
Azerbaijan Grand Prix,SAI,1,MEDIUM,17
Azerbaijan Grand Prix,SAI,2,HARD,32
Azerbaijan Grand Prix,STR,1,MEDIUM,2
Azerbaijan Grand Prix,STR,2,HARD,22
Azerbaijan Grand Prix,STR,3,HARD,24
Azerbaijan Grand Prix,TSU,1,MEDIUM,13
Azerbaijan Grand Prix,TSU,2,HARD,3
Azerbaijan Grand Prix,VER,1,MEDIUM,12
Azerbaijan Grand Prix,VER,2,HARD,37
Azerbaijan Grand Prix,ZHO,1,HARD,35
Azerbaijan Grand Prix,ZHO,2,MEDIUM,16
Bahrain Grand Prix,ALB,1,SOFT,15
Bahrain Grand Prix,ALB,2,HARD,21
Bahrain Grand Prix,ALB,3,HARD,20
Bahrain Grand Prix,ALO,1,SOFT,18
Bahrain Grand Prix,ALO,2,HARD,26
Bahrain Grand Prix,ALO,3,HARD,16
Bahrain Grand Prix,BOT,1,SOFT,12
Bahrain Grand Prix,BOT,2,HARD,18
Bahrain Grand Prix,BOT,3,HARD,26
Bahrain Grand Prix,GAS,1,SOFT,12
Bahrain Grand Prix,GAS,2,HARD,19
Bahrain Grand Prix,GAS,3,HARD,12
Bahrain Grand Prix,GAS,4,SOFT,13
Bahrain Grand Prix,HAM,1,SOFT,15
Bahrain Grand Prix,HAM,2,HARD,21
Bahrain Grand Prix,HAM,3,HARD,24
Bahrain Grand Prix,HUL,1,SOFT,1
Bahrain Grand Prix,HUL,2,HARD,19
Bahrain Grand Prix,HUL,3,HARD,21
Bahrain Grand Prix,HUL,4,SOFT,16
Bahrain Grand Prix,LEC,1,SOFT,14
Bahrain Grand Prix,LEC,2,HARD,23
Bahrain Grand Prix,LEC,3,HARD,23
Bahrain Grand Prix,MAG,1,SOFT,11
Bahrain Grand Prix,MAG,2,HARD,21
Bahrain Grand Prix,MAG,3,HARD,24
Bahrain Grand Prix,NOR,1,SOFT,16
Bahrain Grand Prix,NOR,2,HARD,20
Bahrain Grand Prix,NOR,3,HARD,24
Bahrain Grand Prix,OCO,1,SOFT,10
Bahrain Grand Prix,OCO,2,HARD,20
Bahrain Grand Prix,OCO,3,HARD,26
Bahrain Grand Prix,PER,1,SOFT,15
Bahrain Grand Prix,PER,2,HARD,24
Bahrain Grand Prix,PER,3,SOFT,21
Bahrain Grand Prix,PIA,1,SOFT,15
Bahrain Grand Prix,PIA,2,HARD,22
Bahrain Grand Prix,PIA,3,HARD,23
Bahrain Grand Prix,RIC,1,SOFT,16
Bahrain Grand Prix,RIC,2,HARD,22
Bahrain Grand Prix,RIC,3,SOFT,21
Bahrain Grand Prix,RUS,1,SOFT,14
Bahrain Grand Prix,RUS,2,HARD,20
Bahrain Grand Prix,RUS,3,HARD,26
Bahrain Grand Prix,SAI,1,SOFT,17
Bahrain Grand Prix,SAI,2,HARD,21
Bahrain Grand Prix,SAI,3,HARD,22
Bahrain Grand Prix,SAR,1,SOFT,9
Bahrain Grand Prix,SAR,2,HARD,18
Bahrain Grand Prix,SAR,3,HARD,12
Bahrain Grand Prix,SAR,4,SOFT,15
Bahrain Grand Prix,STR,1,SOFT,9
Bahrain Grand Prix,STR,2,HARD,18
Bahrain Grand Prix,STR,3,HARD,30
Bahrain Grand Prix,TSU,1,SOFT,14
Bahrain Grand Prix,TSU,2,HARD,20
Bahrain Grand Prix,TSU,3,HARD,22
Bahrain Grand Prix,VER,1,SOFT,20
Bahrain Grand Prix,VER,2,HARD,20
Bahrain Grand Prix,VER,3,SOFT,20
Bahrain Grand Prix,ZHO,1,SOFT,9
Bahrain Grand Prix,ZHO,2,HARD,19
Bahrain Grand Prix,ZHO,3,HARD,28
Belgian Grand Prix,ALB,1,MEDIUM,8
Belgian Grand Prix,ALB,2,MEDIUM,15
Belgian Grand Prix,ALB,3,HARD,21
Belgian Grand Prix,ALO,1,MEDIUM,13
Belgian Grand Prix,ALO,2,MEDIUM,31
Belgian Grand Prix,BOT,1,MEDIUM,11
Belgian Grand Prix,BOT,2,HARD,24
Belgian Grand Prix,BOT,3,MEDIUM,9
Belgian Grand Prix,GAS,1,MEDIUM,9
Belgian Grand Prix,GAS,2,HARD,19
Belgian Grand Prix,GAS,3,HARD,16
Belgian Grand Prix,HAM,1,MEDIUM,11
Belgian Grand Prix,HAM,2,HARD,15
Belgian Grand Prix,HAM,3,HARD,18
Belgian Grand Prix,HUL,1,MEDIUM,7
Belgian Grand Prix,HUL,2,HARD,13
Belgian Grand Prix,HUL,3,MEDIUM,24
Belgian Grand Prix,LEC,1,MEDIUM,12
Belgian Grand Prix,LEC,2,HARD,13
Belgian Grand Prix,LEC,3,HARD,19
Belgian Grand Prix,MAG,1,MEDIUM,17
Belgian Grand Prix,MAG,2,HARD,27
Belgian Grand Prix,NOR,1,MEDIUM,15
Belgian Grand Prix,NOR,2,HARD,14
Belgian Grand Prix,NOR,3,HARD,15
Belgian Grand Prix,OCO,1,MEDIUM,12
Belgian Grand Prix,OCO,2,HARD,18
Belgian Grand Prix,OCO,3,HARD,14
Belgian Grand Prix,PER,1,MEDIUM,11
Belgian Grand Prix,PER,2,MEDIUM,10
Belgian Grand Prix,PER,3,HARD,21
Belgian Grand Prix,PER,4,SOFT,2
Belgian Grand Prix,PIA,1,MEDIUM,11
Belgian Grand Prix,PIA,2,HARD,19
Belgian Grand Prix,PIA,3,HARD,14
Belgian Grand Prix,RIC,1,SOFT,8
Belgian Grand Prix,RIC,2,MEDIUM,13
Belgian Grand Prix,RIC,3,SOFT,23
Belgian Grand Prix,RUS,1,MEDIUM,10
Belgian Grand Prix,RUS,2,HARD,34
Belgian Grand Prix,SAI,1,HARD,20
Belgian Grand Prix,SAI,2,MEDIUM,8
Belgian Grand Prix,SAI,3,HARD,16
Belgian Grand Prix,SAR,1,MEDIUM,8
Belgian Grand Prix,SAR,2,MEDIUM,16
Belgian Grand Prix,SAR,3,HARD,20
Belgian Grand Prix,STR,1,MEDIUM,12
Belgian Grand Prix,STR,2,MEDIUM,32
Belgian Grand Prix,TSU,1,MEDIUM,15
Belgian Grand Prix,TSU,2,SOFT,29
Belgian Grand Prix,VER,1,MEDIUM,10
Belgian Grand Prix,VER,2,HARD,18
Belgian Grand Prix,VER,3,MEDIUM,16
Belgian Grand Prix,ZHO,1,HARD,5
British Grand Prix,ALB,1,MEDIUM,27
British Grand Prix,ALB,2,INTERMEDIATE,11
British Grand Prix,ALB,3,MEDIUM,14
British Grand Prix,ALO,1,MEDIUM,27
British Grand Prix,ALO,2,INTERMEDIATE,11
British Grand Prix,ALO,3,MEDIUM,14
British Grand Prix,BOT,1,MEDIUM,26
British Grand Prix,BOT,2,INTERMEDIATE,11
British Grand Prix,BOT,3,SOFT,14
British Grand Prix,HAM,1,MEDIUM,27
British Grand Prix,HAM,2,INTERMEDIATE,11
British Grand Prix,HAM,3,SOFT,15
British Grand Prix,HUL,1,MEDIUM,26
British Grand Prix,HUL,2,INTERMEDIATE,13
British Grand Prix,HUL,3,SOFT,16
British Grand Prix,LEC,1,MEDIUM,19
British Grand Prix,LEC,2,INTERMEDIATE,8
British Grand Prix,LEC,3,INTERMEDIATE,10
British Grand Prix,LEC,4,SOFT,14
British Grand Prix,MAG,1,MEDIUM,27
British Grand Prix,MAG,2,INTERMEDIATE,10
British Grand Prix,MAG,3,SOFT,15
British Grand Prix,NOR,1,MEDIUM,27
British Grand Prix,NOR,2,INTERMEDIATE,12
British Grand Prix,NOR,3,SOFT,15
British Grand Prix,OCO,1,SOFT,19
British Grand Prix,OCO,2,INTERMEDIATE,2
British Grand Prix,OCO,3,MEDIUM,5
British Grand Prix,OCO,4,INTERMEDIATE,12
British Grand Prix,OCO,5,MEDIUM,12
British Grand Prix,PER,1,HARD,19
British Grand Prix,PER,2,INTERMEDIATE,9
British Grand Prix,PER,3,INTERMEDIATE,9
British Grand Prix,PER,4,MEDIUM,10
British Grand Prix,PER,5,SOFT,3
British Grand Prix,PIA,1,MEDIUM,28
British Grand Prix,PIA,2,INTERMEDIATE,10
British Grand Prix,PIA,3,MEDIUM,14
British Grand Prix,RIC,1,MEDIUM,26
British Grand Prix,RIC,2,INTERMEDIATE,11
British Grand Prix,RIC,3,SOFT,14
British Grand Prix,RUS,1,MEDIUM,27
British Grand Prix,RUS,2,INTERMEDIATE,6
British Grand Prix,SAI,1,MEDIUM,26
British Grand Prix,SAI,2,INTERMEDIATE,13
British Grand Prix,SAI,3,HARD,11
British Grand Prix,SAI,4,SOFT,5
British Grand Prix,SAR,1,MEDIUM,27
British Grand Prix,SAR,2,INTERMEDIATE,11
British Grand Prix,SAR,3,SOFT,14
British Grand Prix,STR,1,MEDIUM,26
British Grand Prix,STR,2,INTERMEDIATE,13
British Grand Prix,STR,3,MEDIUM,13
British Grand Prix,TSU,1,MEDIUM,27
British Grand Prix,TSU,2,INTERMEDIATE,11
British Grand Prix,TSU,3,SOFT,14
British Grand Prix,VER,1,MEDIUM,26
British Grand Prix,VER,2,INTERMEDIATE,12
British Grand Prix,VER,3,HARD,14
British Grand Prix,ZHO,1,SOFT,12
British Grand Prix,ZHO,2,MEDIUM,7
British Grand Prix,ZHO,3,INTERMEDIATE,7
British Grand Prix,ZHO,4,INTERMEDIATE,11
British Grand Prix,ZHO,5,SOFT,14
Canadian Grand Prix,ALB,1,INTERMEDIATE,25
Canadian Grand Prix,ALB,2,INTERMEDIATE,19
Canadian Grand Prix,ALB,3,MEDIUM,8
Canadian Grand Prix,ALO,1,INTERMEDIATE,25
Canadian Grand Prix,ALO,2,INTERMEDIATE,19
Canadian Grand Prix,ALO,3,HARD,26
Canadian Grand Prix,BOT,1,INTERMEDIATE,42
Canadian Grand Prix,BOT,2,MEDIUM,28
Canadian Grand Prix,GAS,1,INTERMEDIATE,25
Canadian Grand Prix,GAS,2,INTERMEDIATE,15
Canadian Grand Prix,GAS,3,HARD,30
Canadian Grand Prix,HAM,1,INTERMEDIATE,25
Canadian Grand Prix,HAM,2,INTERMEDIATE,18
Canadian Grand Prix,HAM,3,MEDIUM,11
Canadian Grand Prix,HAM,4,HARD,16
Canadian Grand Prix,HUL,1,WET,12
Canadian Grand Prix,HUL,2,INTERMEDIATE,13
Canadian Grand Prix,HUL,3,INTERMEDIATE,19
Canadian Grand Prix,HUL,4,MEDIUM,26
Canadian Grand Prix,LEC,1,INTERMEDIATE,25
Canadian Grand Prix,LEC,2,INTERMEDIATE,3
Canadian Grand Prix,LEC,3,HARD,3
Canadian Grand Prix,LEC,4,INTERMEDIATE,9
Canadian Grand Prix,MAG,1,WET,7
Canadian Grand Prix,MAG,2,INTERMEDIATE,18
Canadian Grand Prix,MAG,3,INTERMEDIATE,16
Canadian Grand Prix,MAG,4,MEDIUM,13
Canadian Grand Prix,MAG,5,MEDIUM,16
Canadian Grand Prix,NOR,1,INTERMEDIATE,25
Canadian Grand Prix,NOR,2,INTERMEDIATE,21
Canadian Grand Prix,NOR,3,MEDIUM,23
Canadian Grand Prix,OCO,1,INTERMEDIATE,44
Canadian Grand Prix,OCO,2,MEDIUM,26
Canadian Grand Prix,PER,1,INTERMEDIATE,25
Canadian Grand Prix,PER,2,INTERMEDIATE,18
Canadian Grand Prix,PER,3,MEDIUM,8
Canadian Grand Prix,PIA,1,INTERMEDIATE,25
Canadian Grand Prix,PIA,2,INTERMEDIATE,19
Canadian Grand Prix,PIA,3,MEDIUM,26
Canadian Grand Prix,RIC,1,INTERMEDIATE,26
Canadian Grand Prix,RIC,2,INTERMEDIATE,17
Canadian Grand Prix,RIC,3,MEDIUM,28
Canadian Grand Prix,RUS,1,INTERMEDIATE,25
Canadian Grand Prix,RUS,2,INTERMEDIATE,20
Canadian Grand Prix,RUS,3,HARD,9
Canadian Grand Prix,RUS,4,MEDIUM,16
Canadian Grand Prix,SAI,1,INTERMEDIATE,25
Canadian Grand Prix,SAI,2,INTERMEDIATE,18
Canadian Grand Prix,SAI,3,MEDIUM,9
Canadian Grand Prix,SAR,1,INTERMEDIATE,23
Canadian Grand Prix,STR,1,INTERMEDIATE,25
Canadian Grand Prix,STR,2,INTERMEDIATE,19
Canadian Grand Prix,STR,3,HARD,27
Canadian Grand Prix,TSU,1,INTERMEDIATE,44
Canadian Grand Prix,TSU,2,MEDIUM,26
Canadian Grand Prix,VER,1,INTERMEDIATE,25
Canadian Grand Prix,VER,2,INTERMEDIATE,20
Canadian Grand Prix,VER,3,MEDIUM,25
Canadian Grand Prix,ZHO,1,INTERMEDIATE,24
Canadian Grand Prix,ZHO,2,INTERMEDIATE,19
Canadian Grand Prix,ZHO,3,MEDIUM,8
Canadian Grand Prix,ZHO,4,MEDIUM,17
Chinese Grand Prix,ALB,1,MEDIUM,9
Chinese Grand Prix,ALB,2,MEDIUM,14
Chinese Grand Prix,ALB,3,HARD,33
Chinese Grand Prix,ALO,1,MEDIUM,11
Chinese Grand Prix,ALO,2,HARD,12
Chinese Grand Prix,ALO,3,SOFT,20
Chinese Grand Prix,ALO,4,MEDIUM,13
Chinese Grand Prix,BOT,1,MEDIUM,9
Chinese Grand Prix,BOT,2,HARD,10
Chinese Grand Prix,GAS,1,MEDIUM,11
Chinese Grand Prix,GAS,2,HARD,12
Chinese Grand Prix,GAS,3,HARD,15
Chinese Grand Prix,GAS,4,MEDIUM,18
Chinese Grand Prix,HAM,1,SOFT,9
Chinese Grand Prix,HAM,2,MEDIUM,12
Chinese Grand Prix,HAM,3,HARD,35
Chinese Grand Prix,HUL,1,MEDIUM,8
Chinese Grand Prix,HUL,2,HARD,15
Chinese Grand Prix,HUL,3,HARD,33
Chinese Grand Prix,LEC,1,MEDIUM,21
Chinese Grand Prix,LEC,2,HARD,35
Chinese Grand Prix,MAG,1,HARD,17
Chinese Grand Prix,MAG,2,HARD,8
Chinese Grand Prix,MAG,3,MEDIUM,29
Chinese Grand Prix,NOR,1,MEDIUM,22
Chinese Grand Prix,NOR,2,HARD,34
Chinese Grand Prix,OCO,1,MEDIUM,9
Chinese Grand Prix,OCO,2,HARD,14
Chinese Grand Prix,OCO,3,HARD,33
Chinese Grand Prix,PER,1,MEDIUM,13
Chinese Grand Prix,PER,2,HARD,10
Chinese Grand Prix,PER,3,HARD,33
Chinese Grand Prix,PIA,1,MEDIUM,16
Chinese Grand Prix,PIA,2,MEDIUM,9
Chinese Grand Prix,PIA,3,HARD,32
Chinese Grand Prix,RIC,1,MEDIUM,14
Chinese Grand Prix,RIC,2,MEDIUM,19
